distance,altitude,link_dir,tx_beam,rx_beam,mcs,tx_mask22,tx_mask23,tx_mask24,rx_mask22,rx_mask23,rx_mask24,tx_gain_idx,rx_rf_gain_idx,rx_if_gain_idx,stf_snr,post_snr,rssi,rssi std,tx temp,rx temp,eirp,pRx,path_loss
18,6,1to2,37,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,8,1.0,3.0,-15.0,0.0,25.0,30.0,36.843450036586205,-90.7260191904297,127.5694692270159
18,6,1to2,37,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,4,6.0,5.4,-14.466666666666667,1.0241527663824812,25.0,30.0,36.843450036586205,-85.11951260257051,121.96296263915676
18,6,1to2,37,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,6,4.333333333333333,5.133333333333334,-12.866666666666667,1.0873004286866725,25.0,30.0,36.843450036586205,-87.24290609541345,124.08635613199961
18,6,1to2,37,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,10,14.2,12.333333333333334,-14.066666666666666,1.0624918300339485,25.0,30.0,36.843450036586205,-76.69234473732766,113.53579477391389
18,6,1to2,37,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,5,10.333333333333334,8.8,-17.333333333333332,3.2998316455372216,25.0,30.0,36.843450036586205,-80.32354040589584,117.16699044248209
18,6,1to2,37,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,5,20.4,17.133333333333333,-10.666666666666666,2.4675674031095665,25.0,30.0,36.843450036586205,-70.4399897081546,107.28343974474083
18,6,1to2,37,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,1,7,22.6,18.066666666666666,-11.4,0.48989794855663554,25.0,30.0,36.843450036586205,-65.62366090522133,102.46711094180752
18,6,1to2,37,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,1,10,17.666666666666668,14.933333333333334,-18.266666666666666,0.5734883511361751,25.0,30.0,36.843450036586205,-72.34311457006467,109.18656460665088
18,6,1to2,37,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,7,17.333333333333332,14.733333333333333,-13.466666666666667,1.1469767022723503,25.0,30.0,36.843450036586205,-73.80751766449379,110.65096770107999
18,6,1to2,38,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,7,2.933333333333333,3.1333333333333333,-12.466666666666667,1.3097921802925667,25.0,31.0,36.82650958769731,-88.59583129419713,125.42234088189444
18,6,1to2,38,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,11,4.6,4.0,-15.733333333333333,1.2364824660660938,25.0,31.0,36.82650958769731,-86.36035717950912,123.1868667672064
18,6,1to2,38,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,7,1.6363636363636365,2.909090909090909,-13.454545454545455,1.304790917673393,25.0,31.0,36.826509587697316,-89.18076149682801,126.00727108452533
18,6,1to2,38,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,10,5.733333333333333,4.533333333333333,-15.6,1.0198039027185568,25.0,31.0,36.82650958769731,-84.32528510200872,121.15179468970601
18,6,1to2,38,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,8,1.1818181818181819,2.727272727272727,-13.909090909090908,0.9958591954639383,25.0,31.0,36.826509587697316,-90.18459079367388,127.01110038137118
18,6,1to2,38,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,6,1.2,3.0,-16.4,0.7999999999999999,25.0,31.0,36.82650958769731,-89.54382850312201,126.37033809081932
18,6,1to2,38,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,6,5.133333333333334,4.733333333333333,-11.733333333333333,0.9977753031397177,25.0,31.0,36.82650958769731,-86.25865062060127,123.08516020829857
18,6,1to2,38,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,5,3.6,4.133333333333334,-15.533333333333333,1.586050300449376,25.0,31.0,36.82650958769731,-87.92694359384836,124.7534531815457
18,6,1to2,38,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,8,11.2,9.333333333333334,-10.466666666666667,1.4996295838935991,25.0,31.0,36.82650958769731,-80.01828479449344,116.84479438219073
18,6,1to2,38,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,9,5.866666666666666,5.666666666666667,-18.733333333333334,2.9769484749021475,25.0,31.0,36.82650958769731,-85.39621897752264,122.22272856521997
18,6,1to2,38,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,5,12.333333333333334,10.6,-14.066666666666666,1.3888444437333107,25.0,31.0,36.82650958769731,-79.08916944953411,115.91567903723141
18,6,1to2,38,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,6,20.4,17.0,-8.666666666666666,2.3851391759997758,25.0,31.0,36.82650958769731,-70.14979089506387,106.97630048276118
18,6,1to2,38,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,1,10,19.133333333333333,16.133333333333333,-15.0,1.3662601021279464,25.0,31.0,36.82650958769731,-70.61683994470256,107.44334953239989
18,6,1to2,38,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,8,7.066666666666666,6.733333333333333,-18.333333333333332,3.6453928305312844,25.0,31.0,36.82650958769731,-83.859760529429,120.68627011712631
18,6,1to2,39,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,6,1.5,3.0,-15.0,0.7071067811865476,25.0,30.0,36.80690761097276,-88.75352596338564,125.5604335743584
18,6,1to2,39,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,9,1.0,2.0,-10.0,0.0,25.0,30.0,36.80690761097276,-89.06461301729834,125.8715206282711
18,6,1to2,39,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,10,1.0,3.0,-11.5,0.5,25.0,30.0,36.80690761097276,-90.81841978515428,127.62532739612703
18,6,1to2,39,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,8,1.0,2.0,-15.0,0.0,25.0,30.0,36.80690761097276,-90.72989732995829,127.53680494093105
18,6,1to2,39,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,4,5.266666666666667,4.533333333333333,-15.0,0.8944271909999159,25.0,30.0,36.80690761097276,-85.45931465614018,122.26622226711294
18,6,1to2,39,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,5,5.2,4.933333333333334,-13.733333333333333,1.1234866364235145,25.0,30.0,36.80690761097276,-86.67381398658424,123.480721597557
18,6,1to2,39,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,7,9.266666666666667,8.066666666666666,-16.333333333333332,1.6193277068654828,25.0,30.0,36.80690761097276,-81.81005024008043,118.61695785105319
18,6,1to2,39,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,7,11.866666666666667,9.2,-11.133333333333333,2.4997777679003566,25.0,30.0,36.80690761097276,-79.55018621015138,116.35709382112414
18,6,1to2,39,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,10,8.333333333333334,6.8,-12.533333333333333,1.0873004286866725,25.0,30.0,36.80690761097276,-82.42489139137093,119.23179900234369
18,6,1to2,39,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,4,19.733333333333334,15.933333333333334,-13.266666666666667,0.9977753031397177,25.0,30.0,36.80690761097276,-70.53795621270098,107.34486382367373
18,6,1to2,39,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,1,10,18.933333333333334,15.6,-14.6,0.8,25.0,30.0,36.80690761097276,-70.39665963020413,107.2035672411769
18,6,1to2,39,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,8,15.4,12.466666666666667,-15.666666666666666,0.869226987360353,25.0,30.0,36.80690761097276,-75.82396933383339,112.63087694480615
18,6,1to2,39,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,10,14.333333333333334,11.8,-14.866666666666667,0.8055363982396381,25.0,30.0,36.80690761097276,-76.97258814275628,113.77949575372902
18,6,1to2,40,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,10,1.3333333333333333,2.888888888888889,-9.555555555555555,1.9499920860871383,25.0,30.0,36.78292441756832,-89.74306914045708,126.52599355802542
18,6,1to2,40,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,11,5.8,5.333333333333333,-14.266666666666667,0.8537498983243799,25.0,30.0,36.78292441756832,-85.15931565535672,121.94224007292509
18,6,1to2,40,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,10,7.133333333333334,6.466666666666667,-15.266666666666667,1.2364824660660938,25.0,30.0,36.78292441756832,-84.04296001039417,120.82588442796252
18,6,1to2,40,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,11,11.2,9.533333333333333,-17.4,1.8184242262647807,25.0,30.0,36.78292441756832,-79.38481649178347,116.16774090935178
18,6,1to2,40,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,5,5.533333333333333,5.666666666666667,-12.6,1.7435595774162693,25.0,30.0,36.78292441756832,-85.78736644485272,122.57029086242102
18,6,1to2,40,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,12,13.133333333333333,12.0,-12.8,1.4236104336041748,25.0,30.0,36.78292441756832,-78.12639702505335,114.90932144262163
18,6,1to2,40,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,9,6.866666666666666,6.2,-16.666666666666668,1.5347819244295116,25.0,30.0,36.78292441756832,-83.62199829042297,120.4049227079913
18,6,1to2,40,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,10,1.0,2.857142857142857,-11.142857142857142,0.8329931278350429,25.0,30.0,36.78292441756832,-90.5315512824367,127.314475700005
18,6,1to2,40,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,8,1.0714285714285714,2.7857142857142856,-14.428571428571429,1.049781318335648,25.0,30.0,36.78292441756832,-90.29974742750787,127.08267184507619
18,6,1to2,41,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,8,2.066666666666667,3.4,-13.6,1.540562667772179,25.0,30.0,36.75772813595696,-89.97293012741679,126.73065826337377
18,6,1to2,41,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,6,2.8,3.8666666666666667,-14.533333333333333,1.2578641509408803,25.0,30.0,36.75772813595696,-88.39508720026612,125.15281533622309
18,6,1to2,41,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,11,6.4,6.533333333333333,-13.066666666666666,1.3399834161494522,25.0,30.0,36.75772813595696,-84.23555355225534,120.9932816882123
18,6,1to2,41,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,10,13.8,12.133333333333333,-15.266666666666667,0.4422166387140533,25.0,30.0,36.75772813595696,-77.2336235169556,113.99135165291256
18,6,1to2,41,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,2,10,11.066666666666666,10.0,-20.133333333333333,0.9568466729604881,25.0,30.0,36.75772813595696,-79.42448048892267,116.18220862487965
18,6,1to2,41,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,4,7,1.0666666666666667,3.066666666666667,-14.933333333333334,1.1234866364235145,25.0,30.0,36.75772813595696,-89.88940002253968,126.64712815849663
18,6,1to2,41,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,20,3,11,5.8,6.0,-14.133333333333333,0.618241233033047,25.0,30.0,36.75772813595696,-84.93328754891701,121.69101568487397
18,12,1to2,0,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,2.1333333333333333,3.0,-14.933333333333334,0.9285592184789414,31.0,35.0,34.59812976,-90.03310124532754,124.63123100532749
18,12,1to2,0,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,2.8666666666666667,3.466666666666667,-13.4,0.8,31.0,35.0,34.59812976,-89.1696603839759,123.76779014397587
18,12,1to2,0,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,5,10.933333333333334,8.8,-16.2,0.9797958971132711,31.0,35.0,34.59812976,-80.03916274521568,114.63729250521568
18,12,1to2,0,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,2,10,13.933333333333334,12.0,-14.266666666666667,0.5734883511361751,31.0,35.0,34.59812976,-76.77571758021479,111.37384734021478
18,12,1to2,1,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,2.2666666666666666,3.0,-14.0,1.2649110640673518,30.0,35.0,34.64850565652053,-89.56323003248949,124.21173568901004
18,12,1to2,1,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,8,1.1666666666666667,3.0,-14.0,1.0,30.0,35.0,34.64850565652052,-90.25485081315763,124.90335646967814
18,12,1to2,1,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,2.4,3.1333333333333333,-14.333333333333334,0.869226987360353,30.0,35.0,34.64850565652053,-88.28327361914096,122.93177927566147
18,12,1to2,1,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,1.4666666666666666,3.066666666666667,-14.6,1.2,30.0,35.0,34.64850565652053,-89.84907941653128,124.4975850730518
18,12,1to2,1,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,6,10.866666666666667,9.666666666666666,-14.6,0.48989794855663554,30.0,35.0,34.64850565652053,-80.33152500827373,114.98003066479427
18,12,1to2,1,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,4,4.666666666666667,5.0,-15.666666666666666,0.7888106377466153,30.0,35.0,34.64850565652053,-85.84858166288576,120.49708731940626
18,12,1to2,1,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,2,10,14.466666666666667,12.533333333333333,-13.666666666666666,0.8692269873603531,30.0,35.0,34.64850565652053,-76.5216894851818,111.17019514170231
18,12,1to2,1,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,2,5,18.666666666666668,16.133333333333333,-12.466666666666667,0.498887651569859,30.0,35.0,34.64850565652053,-71.55835552091612,106.20686117743665
18,12,1to2,2,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,10,1.0,3.0,-11.0,0.0,30.0,35.0,34.64462751699193,-90.49146969826893,125.13609721526086
18,12,1to2,2,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,1.0833333333333333,2.5,-15.666666666666666,1.0274023338281628,30.0,35.0,34.64462751699193,-90.37742364966135,125.0220511666533
18,12,1to2,2,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,2.6,3.0,-14.866666666666667,1.14697670227235,30.0,35.0,34.64462751699193,-88.52901279217309,123.173640309165
18,12,1to2,3,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,1.9333333333333333,3.6,-13.733333333333333,0.9285592184789413,30.0,35.0,34.63815879675563,-89.37062266166105,124.00878145841664
18,12,1to2,3,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,4,5.266666666666667,5.133333333333334,-15.4,1.3564659966250536,30.0,35.0,34.63815879675563,-85.70151697294362,120.3396757696992
18,12,1to2,3,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,7,9.533333333333333,8.2,-14.466666666666667,0.9568466729604883,30.0,35.0,34.63815879675563,-80.9964091448572,115.63456794161283
18,12,1to2,3,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,2,9,14.933333333333334,12.333333333333334,-14.2,0.541602560309064,30.0,35.0,34.63815879675563,-75.44866877213818,110.08682756889378
18,12,1to2,4,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,8,1.5714285714285714,3.0,-13.357142857142858,1.1715156762040517,31.0,36.0,34.57742364334514,-89.75195534489926,124.32937898824441
18,12,1to2,4,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,8,10.133333333333333,8.466666666666667,-11.6,0.8,31.0,36.0,34.57742364334514,-80.4092706234564,114.98669426680154
18,12,1to2,4,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,6,10.2,8.6,-14.933333333333334,0.9285592184789414,31.0,36.0,34.57742364334514,-80.35118636696588,114.92861001031102
18,12,1to2,5,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,9,1.0,2.857142857142857,-12.571428571428571,1.049781318335648,31.0,35.0,34.56574733416851,-90.44229030085356,125.00803763502209
18,12,1to2,5,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,4,2.2857142857142856,3.357142857142857,-18.142857142857142,2.0652617564001376,31.0,35.0,34.56574733416851,-87.39657807338043,121.96232540754889
18,12,1to2,5,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,11,4.0,4.133333333333334,-16.6,1.254325848148452,31.0,35.0,34.56574733416851,-86.98829974905921,121.55404708322773
18,12,1to2,5,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,2.2,3.0,-15.0,1.0954451150103321,31.0,35.0,34.56574733416851,-88.58466179570236,123.15040912987091
18,12,1to2,6,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,2.2666666666666666,2.6666666666666665,-14.666666666666666,1.247219128924647,31.0,36.0,34.551447653729056,-89.6997156732669,124.25116332699596
18,12,1to2,6,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,2.090909090909091,2.8181818181818183,-15.818181818181818,1.7486712783337586,31.0,36.0,34.551447653729056,-88.91836097852011,123.46980863224918
18,12,1to2,7,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,9,1.0,3.0,-12.0,0.0,31.0,35.0,34.53450720484017,-90.04527043075696,124.57977763559714
18,12,1to2,8,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,1.0,3.0,-18.75,0.82915619758885,31.0,35.0,34.514905228115616,-90.77589851869398,125.29080374680962
18,12,1to2,8,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,3.4,3.7333333333333334,-14.133333333333333,1.024152766382481,31.0,35.0,34.51490522811561,-88.06966922274265,122.58457445085827
18,12,1to2,8,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,11,6.866666666666666,6.0,-12.066666666666666,1.1234866364235145,31.0,35.0,34.51490522811561,-83.4750241939234,117.98992942203901
18,12,1to2,8,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,2,11,12.266666666666667,10.4,-14.933333333333334,0.573488351136175,31.0,35.0,34.51490522811561,-78.31896061857876,112.83386584669434
18,12,1to2,9,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,9,1.0,3.0,-12.555555555555555,1.2570787221094177,31.0,35.0,34.490922034711176,-90.34792123440576,124.83884326911692
18,12,1to2,32,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,0,0,7.0,1.0,1.0,0.0,31.0,35.0,34.59683756152053,nan,nan
18,12,1to2,32,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,5,3.8,4.466666666666667,-14.6,1.7048949136725895,31.0,35.0,34.59683756152053,-87.30764770369494,121.90448526521548
18,12,1to2,32,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,1.7272727272727273,3.0,-14.818181818181818,1.33608531424537,31.0,35.0,34.59683756152053,-89.9090044490891,124.50584201060964
18,12,1to2,32,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,6,9.866666666666667,9.0,-16.266666666666666,1.18133634311129,31.0,35.0,34.59683756152053,-80.98320465186262,115.58004221338317
18,12,1to2,33,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,2.8666666666666667,3.466666666666667,-14.533333333333333,1.3597385369580757,30.0,35.0,34.64462751699193,-88.27446534657535,122.9190928635673
18,12,1to2,33,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,11,6.866666666666666,5.666666666666667,-12.266666666666667,0.9285592184789413,30.0,35.0,34.64462751699193,-83.59141576715449,118.2360432841464
18,12,1to2,33,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,5,5.333333333333333,5.333333333333333,-12.8,1.4236104336041748,30.0,35.0,34.64462751699193,-85.953445705375,120.59807322236693
18,12,1to2,34,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,12,6.2,5.266666666666667,-11.133333333333333,0.8844332774281065,31.0,35.0,34.586490701755615,-83.98965116457505,118.57614186633067
18,12,1to2,34,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,4.533333333333333,4.8,-11.666666666666666,1.0749676997731399,31.0,35.0,34.586490701755615,-85.88385255493411,120.47034325668973
18,12,1to2,35,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,10,1.0,3.0,-11.5,0.5,30.0,35.0,34.62909173834516,-90.70986175050064,125.3389534888458
18,12,1to2,35,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,8,1.0,2.7777777777777777,-14.11111111111111,0.9938079899999066,30.0,35.0,34.62909173834516,-90.18150217571547,124.81059391406062
18,12,1to2,36,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,5,2.7333333333333334,3.3333333333333335,-15.733333333333333,1.3888444437333105,31.0,35.0,34.56574733416851,-88.17640235511186,122.74214968928035
18,12,1to2,36,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,8,1.0,3.0,-15.333333333333334,1.699673171197595,31.0,35.0,34.56574733416851,-90.92859494672474,125.49434228089326
18,12,1to2,36,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,3.066666666666667,3.6,-15.6,1.5832456116050555,31.0,35.0,34.56574733416851,-88.96170580737376,123.52745314154227
18,12,1to2,36,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,1.0,3.0,-16.0,1.0,31.0,35.0,34.56574733416851,-90.58542867186205,125.15117600603057
18,12,1to2,36,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,5,11.6,9.4,-14.333333333333334,0.47140452079103173,31.0,35.0,34.56574733416851,-79.32487703056555,113.89062436473405
18,12,1to2,36,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,7,10.333333333333334,8.933333333333334,-12.533333333333333,0.8844332774281067,31.0,35.0,34.56574733416851,-80.14026730476849,114.70601463893698
18,12,1to2,37,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,3.8666666666666667,3.3333333333333335,-13.333333333333334,1.1925695879998877,31.0,35.0,34.551447653729056,-87.51090937132052,122.06235702504958
18,12,1to2,37,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,7,1.125,2.875,-14.75,1.6393596310755,31.0,35.0,34.55144765372906,-89.95786522910569,124.50931288283473
18,12,1to2,37,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,2.1333333333333333,3.0,-14.2,0.9797958971132711,31.0,35.0,34.551447653729056,-88.18271951628905,122.7341671700181
18,12,1to2,37,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,10,6.4,4.933333333333334,-15.466666666666667,0.8055363982396383,31.0,35.0,34.551447653729056,-84.26957012121439,118.8210177749434
18,12,1to2,37,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,10,7.133333333333334,5.933333333333334,-14.4,0.8793937305515279,31.0,35.0,34.551447653729056,-83.50353991176566,118.05498756549467
18,12,1to2,37,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,5,5.8,5.133333333333334,-11.533333333333333,1.1469767022723503,31.0,35.0,34.551447653729056,-85.08407953084706,119.63552718457612
18,12,1to2,37,38,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,10,4.8,4.8,-18.466666666666665,1.0241527663824812,31.0,35.0,34.551447653729056,-86.58740830468064,121.13885595840974
18,12,1to2,37,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,6,11.266666666666667,9.2,-13.533333333333333,1.0241527663824812,31.0,35.0,34.551447653729056,-79.85082793053844,114.4022755842675
18,12,1to2,37,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,2,8,15.666666666666666,12.933333333333334,-14.0,0.3651483716701107,31.0,35.0,34.551447653729056,-75.09836514805406,109.64981280178313
18,12,1to2,37,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,2,11,12.8,9.733333333333333,-14.666666666666666,0.5962847939999439,31.0,35.0,34.551447653729056,-78.20322211106918,112.75466976479825
18,12,1to2,38,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,7,10.2,7.0,-13.733333333333333,0.5734883511361751,30.0,35.0,34.58617529984018,-80.78843062382704,115.37460592366716
18,12,1to2,38,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,1.6666666666666667,3.0,-15.75,1.5343293866268306,30.0,35.0,34.58617529984018,-89.12534244678137,123.71151774662157
18,12,1to2,38,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,11,4.0,4.333333333333333,-16.0,1.2110601416389966,30.0,35.0,34.58617529984018,-86.60878415425324,121.19495945409342
18,12,1to2,38,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,4,6,1.1333333333333333,2.8666666666666667,-15.0,1.1547005383792515,30.0,35.0,34.58617529984018,-88.71738176114246,123.30355706098263
18,12,1to2,38,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,18,3,9,6.8,5.8,-14.466666666666667,0.7180219742846006,30.0,35.0,34.58617529984018,-82.53196307811184,117.11813837795202
