distance,altitude,link_dir,tx_beam,rx_beam,mcs,tx_mask22,tx_mask23,tx_mask24,rx_mask22,rx_mask23,rx_mask24,tx_gain_idx,rx_rf_gain_idx,rx_if_gain_idx,stf_snr,post_snr,rssi,rssi std,tx temp,rx temp,eirp,pRx,path_loss
6,6,1to2,37,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,11,3.6666666666666665,3.933333333333333,-16.133333333333333,1.2578641509408803,22.0,28.0,20.18520776786699,-86.53957266348688,106.72478043135388
6,6,1to2,37,6,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,4.066666666666666,4.133333333333334,-17.6,1.0832051206181283,22.0,28.0,20.18520776786699,-85.78360715074898,105.96881491861599
6,6,1to2,37,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,7,10.0,8.866666666666667,-13.533333333333333,1.0241527663824812,22.0,28.0,20.18520776786699,-80.57152013402087,100.75672790188784
6,6,1to2,37,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,9,3.2,3.8,-8.933333333333334,1.236482466066094,22.0,28.0,20.18520776786699,-88.34361261776534,108.52882038563236
6,6,1to2,38,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,4,6.0,5.466666666666667,-14.066666666666666,1.1813363431112902,23.0,28.0,20.198215825185,-84.83026503144083,105.02848085662578
6,6,1to2,38,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,9.666666666666666,8.066666666666666,-8.666666666666666,1.813529401164726,23.0,28.0,20.198215825185,-80.67559184885194,100.87380767403693
6,6,1to2,38,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,6.8,6.0,-13.133333333333333,3.4998412662417837,23.0,28.0,20.198215825185,-83.04128689620005,103.23950272138508
6,6,1to2,38,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,2.933333333333333,3.1333333333333333,-12.466666666666667,1.0873004286866728,23.0,28.0,20.198215825185,-86.91497544161265,107.11319126679767
6,6,1to2,38,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,6.133333333333334,5.066666666666666,-13.6,1.7813852287849852,23.0,28.0,20.198215825185,-83.05753637482134,103.25575220000631
6,6,1to2,38,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,9,8.666666666666666,6.6,-13.066666666666666,1.1234866364235145,23.0,28.0,20.198215825185,-81.66590655482513,101.8641223800101
6,6,1to2,38,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,7.8,6.466666666666667,-13.0,1.4605934866804429,23.0,28.0,20.198215825185,-82.68676178865442,102.88497761383942
6,6,1to2,38,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,2.090909090909091,3.3636363636363638,-15.909090909090908,1.8317674254190803,23.0,28.0,20.198215825185,-89.21785915344513,109.4160749786301
6,6,1to2,38,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,2.076923076923077,2.6923076923076925,-15.384615384615385,1.3888823142513682,23.0,28.0,20.198215825185,-88.8972770913126,109.09549291649759
6,6,1to2,38,39,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,12,5.0,4.733333333333333,-14.0,0.816496580927726,23.0,28.0,20.198215825185,-86.08091543785655,106.27913126304152
6,6,1to2,39,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,9,1.125,2.75,-12.25,1.479019945774904,23.0,28.0,20.178613848460444,-90.27968523867709,110.45829908713753
6,6,1to2,39,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,7,10.0,8.333333333333334,-12.533333333333333,2.124983660067897,23.0,28.0,20.178613848460436,-80.13043832297518,100.30905217143567
6,6,1to2,39,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,11,7.866666666666666,5.733333333333333,-10.2,1.0456258094238748,23.0,28.0,20.178613848460436,-82.45793376343894,102.63654761189939
6,6,1to2,39,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,8.866666666666667,7.6,-9.533333333333333,3.879289740260308,23.0,28.0,20.178613848460436,-81.09038084165662,101.26899469011708
6,6,1to2,39,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,8,7.8,6.4,-16.0,1.8257418583505538,23.0,28.0,20.178613848460436,-82.3144438619713,102.49305771043174
6,6,1to2,39,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,3.466666666666667,3.8666666666666667,-18.333333333333332,1.4907119849998598,23.0,28.0,20.178613848460436,-86.3529492619743,106.53156311043473
6,6,1to2,39,6,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,1.2222222222222223,2.888888888888889,-15.88888888888889,1.3698697784375504,23.0,28.0,20.178613848460444,-89.18499833090765,109.36361217936809
6,6,1to2,39,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,2,9,15.6,13.066666666666666,-13.066666666666666,0.679869268479038,23.0,28.0,20.178613848460436,-75.11255422811504,95.2911680765755
6,6,1to2,39,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,6,9.6,7.8,-17.2,1.3266499161421599,23.0,28.0,20.178613848460436,-81.36566373404031,101.54427758250078
6,6,1to2,39,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,8,8.0,6.466666666666667,-17.0,1.8257418583505538,23.0,28.0,20.178613848460436,-82.83928688542521,103.01790073388563
6,6,1to2,40,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,2,10,14.066666666666666,12.133333333333333,-15.666666666666666,1.398411797560202,23.0,28.0,20.154630655056,-77.44792565232389,97.60255630737987
6,6,1to2,40,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,2.25,3.5,-14.625,2.057759704144291,23.0,28.0,20.154630655056003,-88.37337382880193,108.52800448385793
6,6,1to2,40,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,2,12,13.533333333333333,11.133333333333333,-10.666666666666666,0.5962847939999439,23.0,28.0,20.154630655056,-77.10869757286291,97.26332822791892
6,6,1to2,40,3,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,7,7.933333333333334,6.533333333333333,-16.666666666666668,2.4404006956964173,23.0,28.0,20.154630655056,-81.96159820158441,102.11622885664042
6,6,1to2,40,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,14,5.066666666666666,4.8,-8.533333333333333,1.2578641509408806,23.0,28.0,20.154630655056,-85.12238761717217,105.27701827222819
6,6,1to2,40,5,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,1.7142857142857142,3.0,-14.428571428571429,1.761261143705422,23.0,28.0,20.154630655056,-88.27350451182384,108.42813516687985
6,6,1to2,40,8,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,4,5.2,4.733333333333333,-13.733333333333333,1.339983416149452,23.0,28.0,20.154630655056,-84.53811280532311,104.69274346037906
6,6,1to2,40,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,1,6,22.133333333333333,18.133333333333333,-12.133333333333333,0.33993463423951903,23.0,28.0,20.154630655056,-65.12997002106913,85.28460067612515
6,6,1to2,40,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,1,8,21.666666666666668,17.933333333333334,-11.933333333333334,0.44221663871405326,23.0,28.0,20.154630655056,-66.14690676506373,86.30153742011971
6,6,1to2,40,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,2,10,15.0,13.0,-13.733333333333333,0.4422166387140533,23.0,28.0,20.154630655056,-76.5108501617466,96.6654808168026
6,6,1to2,40,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,2,8,15.466666666666667,13.2,-15.066666666666666,0.44221663871405326,23.0,28.0,20.154630655056,-75.55226908928483,95.70689974434087
6,6,1to2,40,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,8,8.6,6.933333333333334,-15.266666666666667,0.9977753031397177,23.0,28.0,20.154630655056,-81.9759678723463,102.13059852740231
6,6,1to2,40,40,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,7,1.3333333333333333,3.1333333333333333,-15.0,1.3165611772087666,23.0,28.0,20.154630655056,-89.85477012927373,110.00940078432974
6,6,1to2,40,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,8,1.7142857142857142,2.9285714285714284,-11.857142857142858,0.7423074889580902,23.0,28.0,20.154630655056,-88.89561616625053,109.05024682130656
6,6,1to2,41,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,1,9,20.466666666666665,16.866666666666667,-12.666666666666666,0.869226987360353,24.0,29.0,20.15938287965154,-68.45931785171587,88.61870073136741
6,6,1to2,41,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,2,7,15.533333333333333,12.333333333333334,-16.533333333333335,1.9275776393067947,24.0,29.0,20.15938287965154,-75.34734338740967,95.50672626706124
6,6,1to2,41,2,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,2,9,13.933333333333334,11.8,-15.8,1.0456258094238748,24.0,29.0,20.15938287965154,-76.46267268681359,96.62205556646512
6,6,1to2,41,4,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,11,4.866666666666666,4.8,-14.4,0.8,24.0,29.0,20.15938287965154,-85.22189055115089,105.38127343080242
6,6,1to2,41,8,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,1.6666666666666667,3.1333333333333333,-14.466666666666667,1.4544949486180951,24.0,29.0,20.15938287965154,-88.27928003848461,108.43866291813616
6,6,1to2,41,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,1,11,18.266666666666666,15.666666666666666,-14.266666666666667,0.4422166387140533,24.0,29.0,20.15938287965154,-71.32471340423761,91.48409628388919
6,6,1to2,41,33,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,5,12.533333333333333,10.933333333333334,-12.6,0.8793937305515279,24.0,29.0,20.15938287965154,-78.47032574833165,98.6297086279832
6,6,1to2,41,34,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,10,8.8,7.4,-11.866666666666667,0.618241233033047,24.0,29.0,20.15938287965154,-82.14580367095405,102.3051865506056
6,6,1to2,41,35,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,8,8.6,7.333333333333333,-16.0,0.8944271909999159,24.0,29.0,20.15938287965154,-82.33893445748531,102.49831733713685
6,6,1to2,41,36,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,11,2.2666666666666666,3.066666666666667,-19.333333333333332,1.6193277068654823,24.0,29.0,20.15938287965154,-88.7898134281548,108.94919630780637
6,6,1to2,41,37,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,3,14,3.8666666666666667,4.2,-11.6,1.3063945294843617,24.0,29.0,20.15938287965154,-87.6446800361191,107.80406291577063
6,6,1to2,41,41,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,5,4,6,3.3333333333333335,4.0,-14.2,0.7483314773547883,24.0,29.0,20.15938287965154,-88.12530135437699,108.28468423402852
6,6,1to2,0,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,10,3,5,11.0,9.0,-16.0,1.2110601416389966,23.0,28.0,25.670719640714296,-79.72501227293732,105.39573191365157
6,6,1to2,0,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,10,3,10,6.266666666666667,5.666666666666667,-15.0,1.0954451150103321,23.0,28.0,25.670719640714296,-83.8178445980856,109.48856423879988
6,6,1to2,0,32,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,10,4,8,1.0,2.0,-15.0,0.0,23.0,28.0,25.670719640714285,-90.67872858895915,116.34944822967343
6,6,1to2,3,0,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,10,3,10,8.0,6.066666666666666,-12.2,1.1075498483890764,23.0,28.0,25.65908058246991,-82.28841581817645,107.94749640064633
6,6,1to2,3,1,1,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,0Xfff,10,3,8,5.333333333333333,4.6,-19.2,2.454927018602929,23.0,28.0,25.65908058246991,-84.23343233286761,109.89251291533749
